CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
37735516099352,0607500,00711,Active,San Diego,Carlsbad Unified,Kelly Elementary,4885 Kelly Drive,4885 Kelly Dr.,Carlsbad,92008-3734,CA,6225 El Camino Real,6225 El Camino Real,Carlsbad,92009,CA,(760) 331-5800,No Data,(760) 720-0635,No Data,http://www.carlsbadusd.k12.ca.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.148360,-117.31122,Emma,Cobb,ecobb@carlsbadusd.net,44056
37735516106512,0607500,09120,Active,San Diego,Carlsbad Unified,Hope Elementary,3010 Tamarack Avenue,3010 Tamarack Ave.,Carlsbad,92008-2430,CA,6225 El Camino Real,6225 El Camino Real,Carlsbad,92009-2430,CA,(760) 331-5900,No Data,(760) 729-4758,arossiter@carlsbadusd.net,http://www.carlsbadusd.k12.ca.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.170520,-117.30462,Ashley,Rossiter,arossiter@carlsbadusd.net,44056
37735516109201,0607500,09747,Active,San Diego,Carlsbad Unified,Aviara Oaks Elementary,6900 Ambrosia Lane,6900 Ambrosia Ln.,Carlsbad,92009-2430,CA,6225 El Camino Real,6225 El Camino Real,Carlsbad,92009,CA,(760) 331-6000,No Data,(760) 438-4576,anelson@carlsbadusd.net,http://www.carlsbadusd.k12.ca.us,33123,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.101346,-117.27667,James,Hines,jhines@carlsbadusd.net,44056
37735516116578,0607500,08312,Active,San Diego,Carlsbad Unified,Pacific Rim Elementary,1100 Camino de las Ondas,1100 Camino de las Ondas,Carlsbad,92009-3400,CA,6225 El Camino Real,6225 El Camino Real,Carlsbad,92009,CA,(760) 331-6200,No Data,(760) 929-1778,rtubbs@carlsbadusd.net,http://www.carlsbadusd.k12.ca.us,36410,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.110252,-117.30595,Richard,Tubbs,rtubbs@carlsbadusd.net,44056
37735516118137,0607500,08606,Active,San Diego,Carlsbad Unified,Aviara Oaks Middle,6880 Ambrosia Lane,6880 Ambrosia Ln.,Carlsbad,92011-5057,CA,6225 El Camino Real,6225 El Camino Real,Carlsbad,92009,CA,(760) 331-6100,No Data,(760) 438-7894,No Data,http://www.carlsbadusd.k12.ca.us,36039,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.103077,-117.27894,Rose,Flowers,rose.flowers@carlsbadusd.net,44056
37735516120711,0607500,10643,Active,San Diego,Carlsbad Unified,Calavera Hills Elementary,4100 Tamarack Avenue,4100 Tamarack Ave.,Carlsbad,92008-7101,CA,6225 El Camino Real,6225 El Camino Real,Carlsbad,92009,CA,(760) 331-6300,No Data,(760) 729-3040,No Data,http://www.carlsbadusd.k12.ca.us/calavera.htm,37502,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.172385,-117.29083,Kimberly,Fuentes,kfuentes@carlsbadusd.net,44056
37735690000000,0628250,No Data,Active,San Diego,Oceanside Unified,No Data,2111 Mission Avenue,2111 Mission Ave.,Oceanside,92058-2326,CA,2111 Mission Avenue,2111 Mission Ave.,Oceanside,92058-2326,CA,(760) 966-4000,No Data,(760) 721-9714,No Data,http://www.oside.us,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.205744,-117.36261,Julie,"Vitale, Ph.D.",julie.vitale@oside.us,44223
37735690113514,0628250,12011,Active,San Diego,Oceanside Unified,Louise Foussat Elementary,3800 Pala Road,3800 Pala Rd.,Oceanside,92058-0678,CA,3800 Pala Road,3800 Pala Rd.,Oceanside,92058-0678,CA,(760) 721-2200,No Data,(760) 754-1567,No Data,http://foussat.oside.us/,39321,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.237973,-117.32914,Sam,Glassford,sglasford@oside.us,44056
37735690113522,0628250,11922,Active,San Diego,Oceanside Unified,Cesar Chavez Middle,202 Oleander Drive,202 Oleander Dr.,Oceanside,92057-6122,CA,202 Oleander Drive,202 Oleander Dr.,Oceanside,92057-6122,CA,(760) 966-4900,No Data,(760) 945-4665,No Data,http://www.ccms.oside.us/,39321,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.241726,-117.30066,Jennifer,Morgan,jenny.morgan@oside.us,44056
37735690136267,0628250,14145,Active,San Diego,Oceanside Unified,Coastal Academy Charter,4096 Calle Platino,4096 Calle Platino,Oceanside,92056-5805,CA,355 East Grand Ave,355 East Grand Ave,Escondido,92025,CA,(760) 631-4020,No Data,(760) 631-4027,mcashin@classicalacademy.com,http://classicalacademy.com/,42954,No Data,Y,0516,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,C,N,N,0602258,33.206522,-117.29292,Marcy,Cashin,mcashin@classicalacademy.com,44434
37735690140079,0628250,14502,Active,San Diego,Oceanside Unified,Surfside Academy,1125 South Ditmar Street,1125 South Ditmar St.,Oceanside,92054-5103,CA,1125 South Ditmar Street,1125 South Ditmar St.,Oceanside,92054,CA,(760) 901-8600,No Data,(760) 439-5588,eric.frandsen@oside.us,http://www.oside.us/nontraditionaled,44060,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,No Data,33.185410,-117.36811,Eric,Frandsen,eric.frandsen@oside.us,44482
37735690140343,0628250,14503,Active,San Diego,Oceanside Unified,Oceanside Unified School District Adult Transition Program,707 Carey Road,707 Carey Rd.,Oceanside,92058-2311,CA,707 Carey Road,707 Carey Rd.,Oceanside,92058-2311,CA,(760) 901-7170,No Data,No Data,brittany.deland@oside.us,http://www.oside.us/atp,44060,No Data,N,No Data,No Data,54,Unified School District,09,Special Education Schools (Public),SPEC,Special Education School,HS,High School,12-Adult,12,N,N,N,No Data,33.208707,-117.36229,Brittany,DeLand,brittany.deland@oside.us,44545
37735693731221,0628250,08313,Active,San Diego,Oceanside Unified,Pacific View Charter,3670 Ocean Ranch Boulevard,3670 Ocean Ranch Blvd.,Oceanside,92056-2669,CA,3670 Ocean Ranch Boulevard,3670 Ocean Ranch Blvd.,Oceanside,92056-2669,CA,(760) 757-0161,No Data,(760) 435-2666,kfox@pacificview.org,http://www.pacificview.org,36342,No Data,Y,0247,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,Y,0601537,33.210649,-117.31151,Gina,Campbell,gcampbell@pacificview.org,44482
37735693735206,0628250,04368,Active,San Diego,Oceanside Unified,Oceanside High,1 Pirates Cove,1 Pirates Cove,Oceanside,92054-3066,CA,First and Horne Streets,First and Horne Sts.,Oceanside,92054-3080,CA,(760) 901-8200,No Data,(760) 757-2419,No Data,http://ohs.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,33.197067,-117.37414,Skyler,Garrahy,skyler.garrahy@oside.us,44460
37735693739018,0628250,04360,Active,San Diego,Oceanside Unified,El Camino High,400 Rancho del Oro Drive,400 Rancho del Oro Dr.,Oceanside,92057-8316,CA,400 Rancho del Oro Drive,400 Rancho del Oro Dr.,Oceanside,92057-8316,CA,(760) 901-8000,No Data,(760) 757-5321,No Data,http://echs.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,33.219594,-117.31909,Eileen,Frazier,efrazier@oside.us,43549
37735693739026,0628250,04367,Active,San Diego,Oceanside Unified,Surfside High (Continuation),1125 South Ditmar Street,1125 South Ditmar St.,Oceanside,92054-5103,CA,1125 South Ditmar Street,1125 South Ditmar St.,Oceanside,92054-5103,CA,(760) 901-8600,No Data,(760) 439-5588,No Data,http://oshs.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,11-12,C,N,N,No Data,33.185410,-117.36811,Eric,Frandsen,eric.frandsen@oside.us,44063
37735696038830,0628250,04361,Active,San Diego,Oceanside Unified,Jefferson Middle,823 Acacia Street,823 Acacia St.,Oceanside,92058-2305,CA,823 Acacia Street,823 Acacia St.,Oceanside,92058-2305,CA,(760) 966-4700,No Data,(760) 757-5791,No Data,http://jms.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.208382,-117.36389,Frank,Balanon,fbalanon@oside.us,44056
37735696038848,0628250,04362,Active,San Diego,Oceanside Unified,Laurel Elementary,1410 Laurel Street,1410 Laurel St.,Oceanside,92058-2217,CA,1410 Laurel Street,1410 Laurel St.,Oceanside,92058-2217,CA,(760) 966-4200,No Data,(760) 966-1704,No Data,http://www.laurel.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.207375,-117.37345,Nicole,Hendricks,nicole.hendricks@oside.us,44405
37735696038855,0628250,04363,Active,San Diego,Oceanside Unified,Libby Elementary,423 West Redondo Drive,423 West Redondo Dr.,Oceanside,92057-4316,CA,423 West Redondo Drive,423 West Redondo Dr.,Oceanside,92057-4316,CA,(760) 901-7000,No Data,(760) 967-0623,No Data,http://libby.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.251715,-117.30467,Cesar,Mora,cmora@oside.us,44056
37735696038863,0628250,04364,Active,San Diego,Oceanside Unified,Lincoln Middle,2000 California Street,2000 California St.,Oceanside,92054-5683,CA,2000 California Street,2000 California St.,Oceanside,92054-5683,CA,(760) 901-8900,No Data,(760) 433-2035,No Data,http://lms.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.187731,-117.35255,Steve,Bessant,sbessant@oside.us,44056
37735696038871,0628250,04365,Active,San Diego,Oceanside Unified,Mission Elementary,2100 Mission Avenue,2100 Mission Ave.,Oceanside,92058-2327,CA,2100 Mission Avenue,2100 Mission Ave.,Oceanside,92058-2327,CA,(760) 966-8700,No Data,(760) 757-6492,No Data,http://mission.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.205741,-117.36293,Glenda,Robinson,glenda.robinson@oside.us,44434
37735696038889,0628250,04366,Active,San Diego,Oceanside Unified,North Terrace Elementary,141 Santa Rosa Drive,141 Santa Rosa Dr.,Oceanside,92058-6880,CA,141 Santa Rosa Drive,141 Santa Rosa Dr.,Oceanside,92058-6880,CA,(760) 901-7500,No Data,(760) 430-7147,No Data,http://nt.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.219150,-117.38004,Art,Carrasco,art.carrasco@oside.us,44056
37735696038897,0628250,04370,Active,San Diego,Oceanside Unified,Palmquist Elementary,1999 California Street,1999 California St.,Oceanside,92054-5685,CA,1999 California Street,1999 California St.,Oceanside,92054-5685,CA,(760) 901-8500,No Data,(760) 433-6795,No Data,http://www.palmquist.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.189628,-117.34938,Julie,Schlueter,julie.schlueter@oside.us,44434
37735696038905,0628250,04371,Active,San Diego,Oceanside Unified,San Luis Rey Elementary,3535 Hacienda Drive,3535 Hacienda Dr.,Oceanside,92054-3854,CA,3535 Hacienda Drive,3535 Hacienda Dr.,Oceanside,92054-3854,CA,(760) 721-2300,No Data,(760) 757-2267,No Data,http://www.slr.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.219659,-117.33620,Carla,Aranda,carla.aranda@oside.us,44056
37735696038913,0628250,04373,Active,San Diego,Oceanside Unified,Santa Margarita Elementary,1 Carnes Road,1 Carnes Rd.,Oceanside,92058-6699,CA,1 Carnes Road,1 Carnes Rd.,Oceanside,92058-6699,CA,(760) 901-7900,No Data,(760) 430-1415,No Data,http://smarg.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.230925,-117.37907,Teresa,Richmond,teresa.richmond@oside.us,44056
37735696038921,0628250,04374,Active,San Diego,Oceanside Unified,South Oceanside Elementary,1806 South Horne Street,1806 South Horne St.,Oceanside,92054-6017,CA,1806 South Horne Street,1806 South Horne St.,Oceanside,92054-6017,CA,(760) 435-2100,No Data,(760) 439-9954,No Data,http://southo.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.177487,-117.35807,David,Morrow,david.morrow@oside.us,44056
37735696088991,0628250,04357,Active,San Diego,Oceanside Unified,Del Rio Elementary,5200 North River Road,5200 North River Rd.,Oceanside,92057-3811,CA,5200 North River Road,5200 North River Rd.,Oceanside,92057-3811,CA,(760) 901-7300,No Data,(760) 433-3240,No Data,http://delrio.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.255349,-117.29486,Lorrah,Hogue,lorrah.hogue@oside.us,44405
37735696106546,0628250,09169,Active,San Diego,Oceanside Unified,Reynolds Elementary,4575 Douglas Drive,4575 Douglas Dr.,Oceanside,92057-4228,CA,4575 Douglas Drive,4575 Douglas Dr.,Oceanside,92057-4228,CA,(760) 901-7200,No Data,(760) 433-5329,No Data,http://www.reynolds.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.255862,-117.31440,Liliana,Gonzalez,liliana.gonzalez@oside.us,44405
37735696108211,0628250,09597,Active,San Diego,Oceanside Unified,Christa McAuliffe Elementary,3701 Kelton Drive,3701 Kelton Dr.,Oceanside,92056-6311,CA,3701 Kelton Drive,3701 Kelton Dr.,Oceanside,92056-6311,CA,(760) 901-8400,No Data,(760) 722-1576,No Data,http://mcauliffe.oside.us/,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.200502,-117.30626,Trish,Kelly,tricia.kelly@oside.us,44056
37735696109995,0628250,10311,Active,San Diego,Oceanside Unified,Ivey Ranch Elementary,4275 Via Rancho Road,4275 Via Rancho Rd.,Oceanside,92057-8534,CA,4275 Via Rancho Road,4275 Via Rancho Rd.,Oceanside,92057-8534,CA,(760) 966-4800,No Data,(760) 967-4077,No Data,http://ivey.oside.us/,33491,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.219404,-117.30103,Casey,Doose,casey.doose@oside.us,44056
37735696111777,0628250,03970,Active,San Diego,Oceanside Unified,Martin Luther King Jr. Middle,1290 Ivey Ranch Road,1290 Ivey Ranch Rd.,Oceanside,92057-8535,CA,1290 Ivey Ranch Road,1290 Ivey Ranch Rd.,Oceanside,92057-8535,CA,(760) 901-8800,No Data,(760) 967-4154,No Data,http://mlk.oside.us/,34578,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.215828,-117.31067,Kenneth,Wright,kenneth.wright@oside.us,44434
37735696115299,0628250,07717,Active,San Diego,Oceanside Unified,Stuart Mesa Elementary,100 Yamanaka Way,100 Yamanaka Way,Oceanside,92058-8016,CA,100 Yamanaka Way,100 Yamanaka Way,Oceanside,92058-8016,CA,(760) 901-7700,No Data,(760) 430-8288,No Data,http://www.smesa.oside.us/,36046,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.254199,-117.40995,Rhonda,Heffernan,rhonda.heffernan@oside.us,44056
37735696119713,0628250,10645,Active,San Diego,Oceanside Unified,Nichols Elementary,4250 Old Grove Road,4250 Old Grove Rd.,Oceanside,92057-6539,CA,4250 Old Grove Road,4250 Old Grove Rd.,Oceanside,92057-6539,CA,(760) 435-7400,No Data,(760) 722-0472,No Data,http://nichols.oside.us/,37469,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.238070,-117.31559,Robert,Flaherty,robert.flaherty@oside.us,44056
37737910000000,0634880,No Data,Active,San Diego,San Marcos Unified,No Data,"255 Pico Avenue, Suite 250","255 Pico Ave., Ste. 250",San Marcos,92069-3712,CA,"255 Pico Avenue, Suite 250","255 Pico Ave., Ste. 250",San Marcos,92069-3712,CA,(760) 752-1299,No Data,(760) 471-4928,dana.voros@smusd.org,http://www.smusd.org,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.142336,-117.16574,Andrew,Johnsen,andy.johnsen@smusd.org,44383
37737910105684,0634880,11403,Active,San Diego,San Marcos Unified,San Elijo Middle,1600 Schoolhouse Way,1600 Schoolhouse Way,San Marcos,92078-1079,CA,1600 Schoolhouse Way,1600 Schoolhouse Way,San Marcos,92078-1079,CA,(760) 290-2800,No Data,(760) 290-2828,No Data,http://www.smusd.org,38215,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.098820,-117.19736,Barry,Zeait,barry.zeait@smusd.org,44363
37737910105726,0634880,11404,Active,San Diego,San Marcos Unified,Mission Hills High,1 Mission Hills Court,1 Mission Hills Ct.,San Marcos,92069-1965,CA,1 Mission Hills Court,1 Mission Hills Ct.,San Marcos,92069-1965,CA,(760) 290-2700,No Data,(760) 290-2680,No Data,http://www.smusd.org,38215,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,33.147163,-117.14694,Cliff,Mitchell,cliff.mitchell@smusd.org,44056
37737910111468,0634880,11771,Active,San Diego,San Marcos Unified,San Elijo Elementary,1615 Schoolhouse Way,1615 Schoolhouse Way,San Marcos,92078-1080,CA,1615 Schoolhouse Way,1615 Schoolhouse Way,San Marcos,92078-1080,CA,(760) 290-2600,No Data,(760) 290-2807,No Data,http://www.smusd.org,38943,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.100000,-117.19530,Emily,Parra,emily.parra@smusd.org,44056
37737910116467,0634880,12201,Active,San Diego,San Marcos Unified,Joli Ann Leichtag Elementary,653 Poinsettia Avenue,653 Poinsettia Ave.,Vista,92081-8113,CA,653 Poinsettia Avenue,653 Poinsettia Ave.,Vista,92081-8113,CA,(760) 290-2888,No Data,(760) 290-2855,No Data,http://www.smusd.org,39693,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.155513,-117.21079,Linda,Heinrich,linda.heinrich@smusd.org,44490
37737910131433,0634880,13965,Active,San Diego,San Marcos Unified,Double Peak,111 San Elijo Road,111 San Elijo Rd.,San Marcos,92078-2051,CA,111 San Elijo Road,111 San Elijo Rd.,San Marcos,92078-2051,CA,(760) 290-2340,No Data,(760) 736-8398,No Data,http://www.smusd.org,42613,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.106382,-117.16582,Erica,Obrist,erica.obrist@smusd.org,44383
37737910138222,0634880,14347,Active,San Diego,San Marcos Unified,Pivot Charter School - San Diego II,1030 La Bonita Drive Suite 100,1030 La Bonita Dr. Ste. 100,San Marcos,92078-5291,CA,1030 La Bonita Drive Suite 100,1030 La Bonita Dr. Ste. 100,San Marcos,92078-5291,CA,(760) 591-0217,No Data,(760) 891-0562,pivot@pivotcharter.org,http://www.pivotsandiego.com,43282,No Data,Y,1983,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,0601689,33.124043,-117.20913,Jayna,Gaskell,jgaskell@pivotcharter.org,44510
37737913730215,0634880,05891,Active,San Diego,San Marcos Unified,Twin Oaks High,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,(760) 290-2555,No Data,(760) 736-2221,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,N,N,No Data,33.179778,-117.15910,Garth,Phillips,garth.phillips@smusd.org,44056
37737913730793,0634880,09629,Active,San Diego,San Marcos Unified,Foothills High,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,(760) 290-2544,No Data,(760) 736-2221,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,N,N,N,No Data,33.180651,-117.15868,Garth,Phillips,garth.phillips@smusd.org,44056
37737913730918,0634880,13427,Active,San Diego,San Marcos Unified,San Marcos Adult,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,(760) 290-2550,No Data,No Data,No Data,http://www.smusd.org,34151,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,HS,High School,Adult,11-12,N,No Data,N,No Data,33.178187,-117.15659,Garth,Phillips,garth.phillips@smusd.org,44056
37737913737632,0634880,05893,Active,San Diego,San Marcos Unified,San Marcos High,1615 San Marcos Boulevard,1615 San Marcos Blvd.,San Marcos,92078-4020,CA,1615 San Marcos Boulevard,1615 San Marcos Blvd.,San Marcos,92078-4020,CA,(760) 290-2200,No Data,(760) 736-8275,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,33.131215,-117.20543,Adam,Dawson,adam.dawson@smusd.org,44056
37737916039069,0634880,05889,Active,San Diego,San Marcos Unified,La Mirada Academy,3697 La Mirada Drive,3697 La Mirada Dr.,San Marcos,92078-2312,CA,3697 La Mirada Drive,3697 La Mirada Dr.,San Marcos,92078-2312,CA,(760) 290-2000,No Data,(760) 598-5727,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.143808,-117.20381,Jennifer,Carter,jennifer.carter@smusd.org,43509
37737916039077,0634880,05890,Active,San Diego,San Marcos Unified,Richland Elementary,910 Borden Road,910 Borden Rd.,San Marcos,92069-2199,CA,910 Borden Road,910 Borden Rd.,San Marcos,92069-2199,CA,(760) 290-2400,No Data,(760) 290-2412,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.154751,-117.14016,Julie,Barbara,julie.barbara@smusd.org,44056
37737916039085,0634880,05892,Active,San Diego,San Marcos Unified,San Marcos Elementary,1 Tiger Way,1 Tiger Way,San Marcos,92069-2703,CA,1 Tiger Way,1 Tiger Way,San Marcos,92069-2703,CA,(760) 290-2430,No Data,(760) 736-2213,No Data,http://www.smusd.org,35612,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.141280,-117.16829,Silvia,Jacobsen,silivia.jacobsen@smusd.org,44455
37737916039093,0634880,05894,Active,San Diego,San Marcos Unified,San Marcos Middle,650 West Mission Road,650 West Mission Rd.,San Marcos,92069-1555,CA,650 West Mission Road,650 West Mission Rd.,San Marcos,92069-1555,CA,(760) 290-2500,No Data,(760) 744-0893,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.145673,-117.17490,Nicole,Scott,nicole.scott@smusd.org,44403
37737916095061,0634880,05895,Active,San Diego,San Marcos Unified,Woodland Park Middle,1270 Rock Springs Road,1270 Rock Springs Rd.,San Marcos,92069-3220,CA,1270 Rock Springs Road,1270 Rock Springs Rd.,San Marcos,92069-3220,CA,(760) 290-2455,No Data,(760) 741-6178,No Data,http://www.smusd.org,35618,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.147436,-117.12958,Daniel,Smuts,daniel.smuts@smusd.org,44056
37737916105993,0634880,08974,Active,San Diego,San Marcos Unified,La Costa Meadows Elementary,6889 El Fuerte Street,6889 El Fuerte St.,Carlsbad,92009-5923,CA,6889 El Fuerte,6889 El Fuerte,Carlsbad,92009-5923,CA,(760) 290-2121,No Data,(760) 290-2120,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.104542,-117.23995,Mandy,Bedard,mandy.bedard@smusd.org,44056
